hip,name,ra_deg,dec_deg,mag
93279,15Lam Lyr,285.003435,32.145514,4.94
93429,12    Aql,285.420120,-5.739115,4.02
93506,Ascella,285.652980,-29.880105,2.60
93542,Zet CrA,285.778605,-42.095105,4.74
93683,39Omi Sgr,286.170750,-21.741496,3.76
93747,Okab,286.352535,13.863478,2.99
93805,16Lam Aql,286.562250,-4.882554,3.43
93825,Gam CrA,286.604565,-37.063437,4.23
93864,40Tau Sgr,286.735050,-27.670423,3.32
94005,Del CrA,287.087340,-40.496703,4.57
94114,Meridiana,287.368035,-37.904474,4.11
94141,Albaldah,287.440965,-21.023615,2.88
94160,Bet CrA,287.507310,-39.340796,4.10
94376,Altais,288.138375,67.661541,3.07
94481,Aladfar,288.439530,39.145968,4.43
94643,42Psi Sgr,288.885105,-25.256682,4.86
94648,60Tau Dra,288.888435,73.355468,4.45
94703,1    Vul,289.054335,21.390428,4.76
94713,21The Lyr,289.092060,38.133731,4.35
94779,1Kap Cyg,289.275600,53.368459,3.80
94820,43    Sgr,289.408665,-18.952908,4.88
95066,26    Aql,290.137095,-5.415766,4.98
95081,58Pi  Dra,290.167005,65.714531,4.60
95168,44Rho1Sgr,290.418165,-17.847197,3.92
95176,46Ups Sgr,290.431755,-15.955018,4.52
95241,Arkab Prior,290.659545,-44.458965,3.96
95294,Arkab Posterior,290.804640,-44.799778,4.27
95347,Rukbat,290.971545,-40.61594,3.96
95372,2    Cyg,291.031575,29.621338,4.99
95501,30Del Aql,291.374580,3.114775,3.36
95585,32Nu  Aql,291.629535,0.33857,4.64
95771,Anser,292.176405,24.664905,4.44
95853,10Iot2Cyg,292.426470,51.729779,3.76
95947,Albireo,292.680345,27.959681,3.05
96052,8    Cyg,292.943010,34.452968,4.74
96100,Alsafi,293.087235,69.661175,4.67
96229,38Mu  Aql,293.522295,7.378941,4.45
96341,Iot Tel,293.804130,-48.099202,4.88
96441,13The Cyg,294.110580,50.221103,4.49
96465,52    Sgr,294.176790,-24.883623,4.59
96468,41Iot Aql,294.180330,-1.286601,4.36
96483,39Kap Aql,294.222705,-7.027477,4.93
96683,12Phi Cyg,294.844185,30.153321,4.68
96757,Sham,295.024125,18.01389,4.39
96837,6Bet Sge,295.262250,17.476041,4.39
97118,15    Cyg,296.069145,37.354355,4.89
97165,Fawaris,296.243610,45.13081,2.86
97278,Tarazed,296.564910,10.613261,2.72
97290,56    Sgr,296.590605,-19.761113,4.87
97365,7Del Sge,296.846925,18.534286,3.68
97433,63Eps Dra,297.042750,70.26793,3.84
97649,Altair,297.695820,8.868322,0.76
97679,12    Vul,297.767115,22.610046,4.90
97804,55Eta Aql,298.118205,1.005661,3.87
97886,13    Vul,298.365390,24.079614,4.57
97938,Libertas,298.562010,8.461453,4.71
98032,Iot Sgr,298.815390,-41.868288,4.12
98036,Alshain,298.828305,6.406763,3.71
98055,24Psi Cyg,298.907505,52.438948,4.91
98066,Terebellum,298.959765,-26.299506,4.70
98068,22    Cyg,298.965675,38.486705,4.95
98073,HIP98073,298.980765,58.845969,4.98
98110,21Eta Cyg,299.076570,35.083424,3.89
98162,59    Sgr,299.236800,-27.169899,4.54
98337,12Gam Sge,299.689275,19.492148,3.51
98353,60    Sgr,299.738325,-26.195767,4.84
98412,The1Sgr,299.934075,-35.276305,4.37
98495,Eps Pav,300.147675,-72.910504,3.97
98543,15    Vul,300.275190,27.753573,4.66
98608,HIP98608,300.436395,-59.375893,4.95
98688,62    Sgr,300.664485,-27.709845,4.43
98702,67Rho Dra,300.704400,67.873565,4.51
98761,HIP98761,300.889365,-37.940699,4.77
98842,HIP98842,301.081620,-32.056296,4.99
99120,Xi  Tel,301.846500,-52.880793,4.93
99240,Del Pav,302.177355,-66.182068,3.55
99255,1Kap Cep,302.222175,77.711419,4.38
99303,28    Cyg,302.356740,36.839621,4.93
99473,65The Aql,302.826195,-0.821461,3.24
99639,30    Cyg,303.325200,46.815675,4.80
99655,33    Cyg,303.349320,56.567722,4.28
99675,31    Cyg,303.407940,46.741329,3.80
99742,67Rho Aql,303.569235,15.197609,4.94
99770,29    Cyg,303.633435,36.806302,4.93
99824,HIP99824,303.816225,25.591957,4.79
99848,32    Cyg,303.868005,47.714208,3.96
99874,23    Vul,303.942240,27.814242,4.50
100027,5Alp1Cap,304.411950,-12.508212,4.30
100044,34    Cyg,304.446675,38.03293,4.77
100064,Algedi,304.513560,-12.544852,3.58
100310,Alshat,305.165895,-12.75908,4.77
100345,Dabih,305.252805,-14.781367,3.05
100453,Sadr,305.557095,40.256679,2.23
100587,39    Cyg,305.965065,32.190172,4.43
100751,Peacock,306.411885,-56.73509,1.94
101027,11Rho Cap,307.215060,-17.813687,4.77
101076,41    Cyg,307.348890,30.368555,4.01
101093,2The Cep,307.395225,62.994105,4.21
101101,69    Aql,307.412505,-2.885531,4.91
101138,45Ome1Cyg,307.514745,48.951569,4.94
101421,Aldulfin,308.303205,11.303263,4.03
101474,47    Cyg,308.475780,35.250852,4.61
101589,4Zet Del,308.827230,14.674213,4.64
101612,Phi1Pav,308.895045,-60.581749,4.75
101692,70    Aql,309.181800,-2.549957,4.91
101769,Rotanev,309.387240,14.595087,3.64
101772,Alp Ind,309.391740,-47.291502,3.11
101773,Rho Pav,309.396975,-61.529918,4.86
101847,71    Aql,309.584505,-1.105121,4.31
101867,29    Vul,309.630570,21.201174,4.81
101958,Sualocin,309.909525,15.912072,3.77
102098,Deneb,310.357980,45.280338,1.25
102281,11Del Del,310.864725,15.074581,4.43
102333,Eta Ind,311.009490,-51.920971,4.51
102388,30    Vul,311.218785,25.270617,4.92
102395,Bet Pav,311.239710,-66.203212,3.42
102422,3Eta Cep,311.322165,61.838782,3.41
102431,HIP102431,311.338170,57.579725,4.52
102453,52    Cyg,311.415645,30.719715,4.22
102485,16Psi Cap,311.523900,-25.270898,4.13
102488,Aljanah,311.552670,33.970256,2.48
102532,12Gam2Del,311.664600,16.124296,4.27
102571,HIP102571,311.794785,34.374123,4.93
102589,54Lam Cyg,311.852235,36.490717,4.53
102618,Albali,311.918970,-9.495776,3.78
102624,3    Aqr,311.934315,-5.027701,4.43
102724,55    Cyg,312.234555,46.114134,4.81
102790,Zet Ind,312.370635,-46.226826,4.90
102831,Alp Mic,312.492000,-33.779722,4.89
102978,18Ome Cap,312.955380,-26.919133,4.12
103004,31    Vul,313.032015,27.096979,4.56
103045,6Mu  Aqr,313.163475,-8.983318,4.73
103089,57    Cyg,313.311465,44.38726,4.80
103227,Bet Ind,313.702470,-58.454155,3.67
103413,58Nu  Cyg,314.293395,41.167136,3.94
103632,59    Cyg,314.956470,47.520951,4.74
103738,Gam Mic,315.322755,-32.257767,4.67
104019,22Eta Cap,316.101255,-19.854991,4.82
104060,62Xi  Cyg,316.232760,43.927852,3.72
104139,23The Cap,316.486770,-17.232861,4.08
104194,63    Cyg,316.650390,47.648403,4.56
104234,24    Cap,316.781955,-25.005853,4.49
104459,13Nu  Aqr,317.398530,-11.371693,4.50
104521,5Gam Equ,317.585415,10.131579,4.70
104732,64Zet Cyg,318.234105,30.226916,3.21
104858,7Del Equ,318.620055,10.006981,4.47
104887,65Tau Cyg,318.697755,38.045317,3.74
104987,Kitalpha,318.955965,5.247845,3.92
105102,67Sig Cyg,319.353975,39.394681,4.22
105138,66Ups Cyg,319.479480,34.896898,4.41
105140,Eps Mic,319.484490,-32.172539,4.71
105199,Alderamin,319.644450,62.585573,2.45
105319,The Ind,319.966440,-53.449427,4.39
105382,The1Mic,320.190120,-40.809465,4.80
105502,1    Peg,320.521650,19.804508,4.08
105515,32Iot Cap,320.561640,-16.834542,4.28
105858,Gam Pav,321.610575,-65.366198,4.21
105881,34Zet Cap,321.666780,-22.411332,3.77
106032,Alfirk,322.164930,70.560716,3.23
106039,36    Cap,322.180815,-21.80718,4.50
106140,2    Peg,322.487055,23.638838,4.52
106278,Sadalsuud,322.889730,-5.571172,2.90
106481,73Rho Cyg,323.495250,45.591837,3.98
106551,72    Cyg,323.693940,38.534054,4.87
106723,39Eps Cap,324.270120,-19.466011,4.51
106786,Bunda,324.437955,-7.854201,4.68
106801,9    Cep,324.480105,62.08194,4.76
106985,Nashira,325.022715,-16.662308,3.69
107089,Nu  Oct,325.368795,-77.390046,3.73
107119,11    Cep,325.479780,71.311417,4.55
107136,Azelfafage,325.523595,51.189622,4.69
107188,43Kap Cap,325.664595,-18.866323,4.72
107259,Mu  Cep,325.876905,58.780046,4.23
107310,78Mu 1Cyg,326.035650,28.742632,4.49
107315,Enif,326.046495,9.875011,2.38
107348,9    Peg,326.127900,17.350017,4.34
107354,10Kap Peg,326.161380,25.645036,4.14
107380,9Iot PsA,326.236695,-33.025781,4.35
107418,10Nu  Cep,326.362200,61.120806,4.25
107533,81Pi 2Cyg,326.698365,49.30957,4.23
107556,Deneb Algedi,326.760165,-16.127286,2.85
108085,Aldhanab,328.482120,-37.364852,3.00
108431,Del Ind,329.479395,-54.992575,4.40
108870,Eps Ind,330.832290,-56.785977,4.69
108874,31Omi Aqr,330.828510,-2.155363,4.74
108917,Kurhah,330.947025,64.627971,4.26
109068,22Nu  Peg,331.419795,5.05853,4.86
109074,Sadalmelik,331.445985,-0.319851,2.95
109111,Lam Gru,331.528710,-39.543353,4.47
109139,33Iot Aqr,331.609290,-13.869679,4.29
109176,24Iot Peg,331.752705,25.345112,3.77
109268,Alnair,332.058135,-46.960975,1.73
109285,14Mu  PsA,332.095830,-32.988468,4.50
109289,Ups PsA,332.108055,-34.043841,4.99
109400,24    Cep,332.451615,72.341207,4.79
109410,29Pi 2Peg,332.496855,33.178224,4.28
109422,15Tau PsA,332.536395,-32.548407,4.94
109427,Biham,332.549940,6.197865,3.52
109492,21Zet Cep,332.713620,58.201261,3.39
109754,HIP109754,333.469680,39.714927,4.50
109857,23Eps Cep,333.758160,57.043587,4.18
109908,Mu 1Gru,333.903795,-41.3467,4.79
109937,1    Lac,333.992400,37.748737,4.14
110003,Ancha,334.208475,-7.78329,4.17
110130,Alp Tuc,334.625565,-60.259587,2.87
110351,2    Lac,335.256420,46.536569,4.55
110371,32    Peg,335.330580,28.330529,4.78
110386,31    Peg,335.379480,12.205186,4.82
110395,Sadachbia,335.414070,-1.387331,3.86
110538,3Bet Lac,335.890125,52.229046,4.42
110609,4    Lac,336.129135,49.476392,4.55
110672,52Pi  Aqr,336.319260,1.377401,4.80
110838,Del Tuc,336.832965,-64.966354,4.51
110882,35    Peg,336.964680,4.695664,4.78
110960,55Zet1Aqr,337.207965,-0.019972,3.65
110991,27Del Cep,337.292745,58.415198,4.07
110997,Del1Gru,337.317375,-43.495565,3.97
111022,5    Lac,337.382595,47.706887,4.34
111043,Del2Gru,337.439325,-43.749224,4.12
111104,6    Lac,337.621920,43.123376,4.52
111123,57Sig Aqr,337.661730,-10.67795,4.82
111169,7Alp Lac,337.822725,50.282491,3.76
111188,17Bet PsA,337.876350,-32.346073,4.29
111310,Nu  Tuc,338.250150,-61.982122,4.91
111497,62Eta Aqr,338.839080,-0.117498,4.04
111674,9    Lac,339.343485,51.545123,4.64
111841,10    Lac,339.815325,39.050269,4.89
111944,11    Lac,340.128495,44.276305,4.50
111954,18Eps PsA,340.163910,-27.043617,4.18
112029,Homam,340.365495,10.831364,3.41
112051,43Omi Peg,340.439205,29.307641,4.80
112122,Tiaki,340.666725,-46.884577,2.07
112158,Matar,340.750560,30.221245,2.93
112203,Rho Gru,340.874895,-41.414347,4.84
112211,66    Aqr,340.896810,-18.830375,4.68
112374,Eta Gru,341.407785,-53.500121,4.84
112405,Bet Oct,341.515380,-81.381615,4.13
112440,47Lam Peg,341.632815,23.565654,3.97
112447,46Xi  Peg,341.673240,12.172888,4.20
112519,HIP112519,341.870670,83.15383,4.77
112623,Eps Gru,342.138585,-51.316864,3.49
112716,71Tau2Aqr,342.397920,-13.592632,4.05
112724,32Iot Cep,342.420300,66.200408,3.50
112748,Sadalbari,342.500775,24.601579,3.51
112917,15    Lac,343.008375,43.312417,4.95
112948,22Gam PsA,343.131405,-32.875504,4.46
112961,73Lam Aqr,343.153650,-7.579599,3.73
113116,HIP113116,343.601835,84.346177,4.70
113136,Skat,343.662555,-15.82082,3.27
113186,50Rho Peg,343.806960,8.816166,4.91
113246,23Del PsA,343.987080,-32.539628,4.20
113288,HIP113288,344.108325,49.733544,4.99
113368,Fomalhaut,344.412570,-29.622236,1.17
113638,Zet Gru,345.220155,-52.754137,4.11
113726,1Omi And,345.480255,42.325979,3.62
113881,Scheat,345.943515,28.082789,2.44
113889,Fumalsamakah,345.969225,3.820045,4.48
113919,3    And,346.045530,50.052091,4.64
113963,Markab,346.190220,15.205264,2.49
114104,1    Cas,346.653390,59.41976,4.84
114119,86    Aqr,346.670175,-23.743115,4.48
114131,The Gru,346.719750,-43.520358,4.28
114144,55    Peg,346.751085,9.409492,4.54
114155,56    Peg,346.778085,25.468259,4.76
114222,33Pi  Cep,346.974345,75.387496,4.41
114341,88    Aqr,347.361645,-21.17241,3.68
114375,89    Aqr,347.478735,-22.457611,4.71
114421,Iot Gru,347.589600,-45.246711,3.88
114570,7    And,348.137400,49.406207,4.53
114724,90Phi Aqr,348.580665,-6.049003,4.22
114855,91Psi1Aqr,348.972885,-9.087737,4.24
114939,92Chi Aqr,349.212255,-7.726504,4.93
114971,6Gam Psc,349.291410,3.282289,3.70
114996,Gam Tuc,349.357470,-58.235734,3.99
115022,8    And,349.435980,49.0153,4.82
115033,93Psi2Aqr,349.475895,-9.182513,4.41
115088,34Omi Cep,349.656000,68.111445,4.75
115102,Gam Scl,349.705995,-32.532027,4.41
115115,95Psi3Aqr,349.740315,-9.61075,4.99
115250,Salm,350.159340,23.740337,4.58
115438,98    Aqr,350.742630,-20.10058,3.96
115590,4    Cas,351.209385,62.282806,4.96
115623,Alkarab,351.344895,23.404101,4.42
115669,99    Aqr,351.511620,-20.642014,4.38
115738,8Kap Psc,351.733140,1.255608,4.95
115830,10The Psc,351.992070,6.378992,4.27
115919,70    Peg,352.288725,12.760554,4.54
115990,HIP115990,352.508040,58.54892,4.89
116231,Bet Scl,353.242680,-37.818268,4.38
116247,101    Aqr,353.319270,-20.914504,4.70
116310,72    Peg,353.488260,31.325277,4.97
116389,Iot Phe,353.768985,-42.615075,4.69
116584,16Lam And,354.390840,46.458152,3.81
116602,HIP116602,354.462405,-45.492351,4.74
116631,17Iot And,354.534150,43.268073,4.29
116727,Errai,354.837300,77.632276,3.21
116758,102Ome1Aqr,354.946110,-14.222178,4.97
116771,17Iot Psc,354.987660,5.626292,4.13
116805,19Kap And,355.102035,44.333932,4.15
116901,104    Aqr,355.440855,-17.816533,4.82
116928,18Lam Psc,355.511685,1.780041,4.49
116971,105Ome2Aqr,355.680585,-14.544905,4.49
117073,78    Peg,355.997835,29.361454,4.93
117221,20Psi And,356.508510,46.420276,4.97
117245,19    Psc,356.597985,3.486811,4.95
117301,5Tau Cas,356.764260,58.651989,4.88
117452,Del Scl,357.231405,-28.130268,4.59
117863,7Rho Cas,358.595970,57.499382,4.51
118131,84Psi Peg,359.439705,25.141401,4.63
118209,27    Psc,359.668245,-3.555983,4.88
118243,8Sig Cas,359.752230,55.754928,4.88
118268,28Ome Psc,359.827875,6.863321,4.03
118322,Eps Tuc,359.978910,-65.577132,4.49
,,79.168890,46.000842,0.96
,66Alp Gem,113.652405,31.89052,2.85
,,142.676460,-40.465622,4.65
,Alula Australis,169.546770,31.528783,4.33
,53Xi  UMa,169.546770,31.528783,4.80
,29Gam Vir,190.412565,-1.449235,3.52
,79Zet UMa,200.984940,54.920471,3.95
,Graffias,241.091610,-11.374611,4.84
,,257.591745,-15.726921,3.40
